2839513,2,0,0,0,0,0,0,0,0,0,0,4,33,40,58,38,43,71,57,110,101,101,126,126,120,93,119,107,1349
2839081,0,0,0,0,0,0,0,0,0,0,0,5,19,25,29,23,25,23,52,101,67,49,75,45,43,74,49,60,764
2839324,0,0,0,0,0,0,0,0,0,0,0,0,12,18,9,19,16,11,18,32,27,23,33,13,24,21,24,29,329
2839551,0,0,0,0,0,0,0,0,0,0,0,7,48,48,59,56,49,63,55,106,100,84,109,102,94,68,85,93,1226
2829602,0,0,0,0,0,2,1,0,0,0,0,11,35,25,50,21,40,41,100,114,87,62,66,66,36,31,33,41,862
2839024,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,2,8,5,29,27,20,23,25,11,15,18,10,16,234
2838638,1,0,0,0,0,0,0,0,0,0,0,3,27,37,21,31,21,33,53,141,117,126,86,110,92,80,171,118,1268
2838885,2,0,0,0,0,0,0,0,0,0,0,1,10,19,6,20,11,16,21,40,35,23,47,37,29,23,41,23,404
2838494,2,0,0,0,0,0,0,0,0,0,0,6,24,16,15,30,16,28,45,46,42,42,88,64,58,48,41,25,636
2838612,1,0,0,0,0,2,3,1,0,0,0,6,35,33,24,32,36,25,50,115,124,103,92,84,95,53,50,74,1038
2838834,0,0,0,0,0,0,0,0,0,0,0,1,8,21,17,7,9,14,24,49,24,33,37,40,23,18,12,24,361
2839180,1,0,0,0,0,0,0,0,0,0,0,5,3,4,2,20,16,17,12,16,19,8,14,16,10,11,19,18,211
2838420,0,0,0,0,0,0,0,0,0,0,0,4,42,33,32,24,39,56,45,83,82,143,65,46,53,108,149,119,1123
2838340,0,0,0,0,0,0,0,0,0,0,0,27,208,288,231,292,271,338,580,600,551,478,607,546,580,723,663,597,7580
2838060,0,0,0,0,0,0,0,0,0,0,0,0,7,44,40,34,22,26,252,213,165,174,180,198,187,187,178,144,2051
2838470,1,0,0,0,0,0,0,0,0,0,0,2,21,17,22,16,30,30,31,47,38,80,31,33,31,39,103,69,641
2838175,0,0,0,0,0,8,2,2,3,0,0,10,14,26,37,30,23,24,57,68,61,77,62,68,74,59,54,57,816
2838192,0,0,0,0,0,0,0,0,0,0,0,1,8,16,26,27,18,23,46,38,42,68,42,49,42,46,39,51,582
2838033,0,0,0,0,0,0,0,0,0,0,0,3,18,13,22,23,15,17,38,64,64,51,55,66,41,54,64,57,665
2837481,0,0,0,0,0,0,0,0,0,1,0,75,88,58,51,38,46,45,249,224,254,232,170,122,149,139,159,163,2263
2837565,0,0,0,0,0,0,0,0,0,0,0,96,206,246,275,343,244,193,331,332,285,328,263,172,218,192,254,214,4192
2838673,1,0,0,0,0,0,0,0,0,0,0,1,6,4,7,6,5,7,5,13,8,19,15,14,16,32,10,5,174
2838081,0,0,0,0,0,0,0,0,0,0,0,9,80,59,66,85,59,82,197,126,98,118,141,188,157,58,45,82,1650
2838573,1,0,0,0,0,0,0,0,0,0,0,1,8,5,11,11,11,3,15,22,13,9,19,11,21,13,7,16,197
2829285,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,6,3,1,2,0,1,4,3,2,6,2,37
2829259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4
2838075,0,0,0,0,0,0,0,0,0,0,0,4,11,60,52,35,36,29,298,255,186,207,226,210,250,263,236,204,2562
2838352,0,0,0,0,0,0,0,0,0,0,0,5,17,30,21,28,8,15,44,36,50,48,42,30,32,38,31,47,522
2838320,0,0,0,0,0,0,0,0,0,0,0,10,26,21,11,18,21,15,42,50,33,40,34,42,49,39,41,44,536
2838291,0,0,0,0,0,0,0,0,0,0,0,6,12,11,18,20,11,16,52,46,44,54,53,40,59,66,60,43,611
2829452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,3,0,8
2829534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,6
2829543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2829512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2829429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2838021,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,1,0,8,4,9,6,6,9,6,9,4,6,83
2843875,11084,30738,36918,31362,15827,10452,11708,10557,159,1,6,12,15,31,63,47,20,51,326,185,271,191,279,158,199,198,116,221,161195
2837605,0,0,0,0,0,0,0,0,0,0,0,10,9,9,26,27,16,27,144,109,152,83,108,44,81,76,64,68,1053
2837614,0,0,0,0,0,0,0,0,0,0,0,7,10,12,27,24,14,32,164,104,166,103,122,53,82,70,51,66,1107
2837637,0,0,0,0,0,0,0,1,0,0,0,6,8,14,38,28,10,31,181,105,163,112,174,151,114,77,63,77,1353
2837954,0,0,0,0,0,0,0,0,0,0,0,21,57,65,59,62,49,46,109,90,115,93,88,67,103,90,62,133,1309
2838092,0,0,0,1,0,0,22,13,19,5,9,29,77,75,76,92,80,100,160,205,201,212,162,191,174,130,169,187,2389
2830179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838118,0,0,0,0,0,0,0,8,15,5,10,29,86,101,71,111,75,86,144,205,201,200,157,224,175,117,156,166,2342
2837970,0,0,0,0,0,0,0,0,0,0,0,16,48,34,32,44,27,45,99,65,93,39,52,73,59,50,71,42,889
2838244,0,0,0,0,0,0,0,0,0,0,0,17,34,21,12,27,25,17,55,57,77,54,70,86,76,56,51,65,800
2837690,1,0,0,0,0,0,0,0,0,0,0,3,1,7,4,17,27,21,118,97,96,63,80,81,78,48,78,72,892
2837699,1,0,0,0,0,0,0,0,0,0,0,0,0,15,16,22,26,67,178,154,119,116,108,91,77,63,120,102,1275
2837730,1,0,0,0,0,0,0,0,0,0,0,2,8,34,25,36,57,55,235,185,148,123,131,97,87,78,124,94,1520
2829304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2829346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2837678,0,0,0,0,0,0,0,0,0,0,0,3,7,9,18,18,8,25,129,86,166,83,137,145,98,75,48,70,1125
2839253,0,0,0,0,0,0,0,0,0,0,0,7,15,70,34,37,36,60,220,747,285,171,192,247,242,246,232,246,3087
2829238,0,0,0,0,0,0,0,0,0,0,0,8,1,2,10,2,5,0,9,1,5,4,6,3,7,5,5,5,78
2829222,0,0,0,0,0,0,4,1,0,0,0,12,3,9,13,11,13,4,24,11,13,15,19,8,18,25,5,11,219
2837750,1,0,0,0,0,0,0,0,0,0,0,2,9,25,25,47,55,57,228,188,186,138,142,134,93,95,154,125,1704
